Vehicle_ID,Location_ID,Date_ID,Battery_ID,Charging_ID,Units_Sold,Price_USD,Market_Share_pct
V004,L010,D0016,B006,CH004,63,43900,6.86
V005,L001,D0016,B007,CH004,42,35900,6.37
V005,L002,D0016,B007,CH004,56,46300,6.59
V005,L003,D0016,B007,CH004,44,39900,5.67
V005,L004,D0016,B007,CH004,44,47500,4.53
V005,L005,D0016,B007,CH004,62,49500,6.5
V005,L006,D0016,B007,CH004,54,47200,6.07
V005,L007,D0016,B007,CH004,61,49800,6.09
V005,L008,D0016,B007,CH004,50,48600,5.38
V005,L009,D0016,B007,CH004,55,51300,5.86
V005,L010,D0016,B007,CH004,48,50200,5.22
V006,L001,D0016,B003,CH003,39,26500,5.92
V006,L002,D0016,B003,CH003,45,36600,5.29
V006,L003,D0016,B003,CH003,40,27800,5.15
V006,L004,D0016,B003,CH003,65,37800,6.69
V006,L005,D0016,B003,CH003,52,37900,5.45
V006,L006,D0016,B003,CH003,65,32900,7.31
V006,L007,D0016,B003,CH003,42,39900,4.19
V006,L008,D0016,B003,CH003,54,38000,5.81
V006,L009,D0016,B003,CH003,61,34700,6.5
V006,L010,D0016,B003,CH003,58,33100,6.31
V007,L001,D0016,B007,CH004,39,34100,5.92
V007,L002,D0016,B007,CH004,43,46800,5.06
V007,L003,D0016,B007,CH004,45,36600,5.8
V007,L004,D0016,B007,CH004,54,45600,5.56
V007,L005,D0016,B007,CH004,59,49100,6.18
V007,L006,D0016,B007,CH004,41,47800,4.61
V007,L007,D0016,B007,CH004,48,50900,4.79
V007,L008,D0016,B007,CH004,55,50900,5.91
V007,L009,D0016,B007,CH004,47,44300,5.01
V007,L010,D0016,B007,CH004,51,48500,5.55
V008,L001,D0016,B002,CH003,37,16400,5.61
V008,L002,D0016,B002,CH003,42,21900,4.94
V008,L003,D0016,B002,CH003,42,17600,5.41
V008,L004,D0016,B002,CH003,40,24000,4.12
V008,L005,D0016,B002,CH003,55,22800,5.77
V008,L006,D0016,B002,CH003,52,22800,5.85
V008,L007,D0016,B002,CH003,55,24300,5.49
V008,L008,D0016,B002,CH003,44,24000,4.73
V008,L009,D0016,B002,CH003,48,23400,5.12
V008,L010,D0016,B002,CH003,40,22300,4.35
V009,L001,D0016,B003,CH003,33,21000,5.01
V009,L002,D0016,B003,CH003,44,32200,5.18
V009,L003,D0016,B003,CH003,44,24400,5.67
V009,L004,D0016,B003,CH003,44,30700,4.53
V009,L005,D0016,B003,CH003,52,32900,5.45
V009,L006,D0016,B003,CH003,36,29200,4.05
V009,L007,D0016,B003,CH003,48,34600,4.79
V009,L008,D0016,B003,CH003,45,33000,4.84
V009,L009,D0016,B003,CH003,45,30700,4.8
V009,L010,D0016,B003,CH003,43,29200,4.68
V010,L001,D0016,B007,CH004,22,45000,3.34
V010,L002,D0016,B007,CH004,28,57300,3.29
V010,L003,D0016,B007,CH004,26,48600,3.35
V010,L004,D0016,B007,CH004,45,59600,4.63
V010,L005,D0016,B007,CH004,29,64900,3.04
V010,L006,D0016,B007,CH004,29,60200,3.26
V010,L007,D0016,B007,CH004,50,68800,4.99
V010,L008,D0016,B007,CH004,35,63800,3.76
V010,L009,D0016,B007,CH004,33,63700,3.52
V010,L010,D0016,B007,CH004,39,59500,4.24
V011,L001,D0016,B005,CH003,22,40100,3.34
V011,L002,D0016,B005,CH003,24,57500,2.82
V011,L003,D0016,B005,CH003,24,47500,3.09
V011,L004,D0016,B005,CH003,31,60500,3.19
V011,L005,D0016,B005,CH003,29,57300,3.04
V011,L006,D0016,B005,CH003,23,55800,2.59
V011,L007,D0016,B005,CH003,42,60500,4.19
V011,L008,D0016,B005,CH003,30,57400,3.23
V011,L009,D0016,B005,CH003,34,56200,3.62
V011,L010,D0016,B005,CH003,39,56600,4.24
V012,L001,D0016,B006,CH003,33,33600,5.01
V012,L002,D0016,B006,CH003,45,47700,5.29
V012,L003,D0016,B006,CH003,49,36000,6.31
V012,L004,D0016,B006,CH003,45,44900,4.63
V012,L005,D0016,B006,CH003,49,46500,5.14
V012,L006,D0016,B006,CH003,50,46600,5.62
V012,L007,D0016,B006,CH003,46,51000,4.59
V012,L008,D0016,B006,CH003,37,50100,3.98
V012,L009,D0016,B006,CH003,54,46100,5.76
V012,L010,D0016,B006,CH003,52,46100,5.66
V013,L001,D0016,B001,CH002,33,23100,5.01
V013,L002,D0016,B001,CH002,36,30600,4.24
V013,L003,D0016,B001,CH002,32,25900,4.12
V013,L004,D0016,B001,CH002,45,32500,4.63
V013,L005,D0016,B001,CH002,42,34200,4.4
V013,L006,D0016,B001,CH002,36,31900,4.05
V013,L007,D0016,B001,CH002,49,36700,4.89
V013,L008,D0016,B001,CH002,58,34400,6.24
V013,L009,D0016,B001,CH002,47,33900,5.01
V013,L010,D0016,B001,CH002,44,32900,4.79
V014,L001,D0016,B004,CH003,24,28700,3.64
V014,L002,D0016,B004,CH003,40,38400,4.71
V014,L003,D0016,B004,CH003,31,34100,3.99
V014,L004,D0016,B004,CH003,47,44000,4.84
V014,L005,D0016,B004,CH003,49,43600,5.14
V014,L006,D0016,B004,CH003,48,39200,5.4
V014,L007,D0016,B004,CH003,39,41200,3.89
V014,L008,D0016,B004,CH003,54,39700,5.81
V014,L009,D0016,B004,CH003,39,39300,4.16
V014,L010,D0016,B004,CH003,49,41800,5.33
V015,L001,D0016,B002,CH004,23,27000,3.49
V015,L002,D0016,B002,CH004,21,38400,2.47
V015,L003,D0016,B002,CH004,27,30100,3.48
V015,L004,D0016,B002,CH004,39,36800,4.01
V015,L005,D0016,B002,CH004,25,35900,2.62
V015,L006,D0016,B002,CH004,21,37400,2.36
V015,L007,D0016,B002,CH004,36,40300,3.59
V015,L008,D0016,B002,CH004,24,36000,2.58
V015,L009,D0016,B002,CH004,38,37600,4.05
V015,L010,D0016,B002,CH004,20,35600,2.18
V016,L001,D0016,B008,CH004,36,37400,5.46
V016,L002,D0016,B008,CH004,34,55800,4.0
V016,L003,D0016,B008,CH004,33,43800,4.25
V016,L004,D0016,B008,CH004,42,57500,4.32
V016,L005,D0016,B008,CH004,38,51800,3.98
V016,L006,D0016,B008,CH004,40,52700,4.5
V016,L007,D0016,B008,CH004,45,60100,4.49
V016,L008,D0016,B008,CH004,43,54000,4.62
V016,L009,D0016,B008,CH004,37,52200,3.94
V016,L010,D0016,B008,CH004,35,49800,3.81
V017,L001,D0016,B010,CH004,7,71900,1.06
V017,L002,D0016,B010,CH004,12,100000,1.41
V017,L003,D0016,B010,CH004,12,79600,1.55
V017,L004,D0016,B010,CH004,13,102700,1.34
V017,L005,D0016,B010,CH004,22,98000,2.31
V017,L006,D0016,B010,CH004,14,94100,1.57
V017,L007,D0016,B010,CH004,16,109400,1.6
V017,L008,D0016,B010,CH004,12,98300,1.29
V017,L009,D0016,B010,CH004,20,97000,2.13
V017,L010,D0016,B010,CH004,15,98800,1.63
V018,L001,D0016,B004,CH002,32,23300,4.86
V018,L002,D0016,B004,CH002,34,33100,4.0
V018,L003,D0016,B004,CH002,43,28700,5.54
V018,L004,D0016,B004,CH002,32,34200,3.29
V018,L005,D0016,B004,CH002,43,34700,4.51
V018,L006,D0016,B004,CH002,44,34100,4.95
V018,L007,D0016,B004,CH002,47,35300,4.69
V018,L008,D0016,B004,CH002,39,36200,4.19
V018,L009,D0016,B004,CH002,44,33500,4.69
V018,L010,D0016,B004,CH002,37,31700,4.03
V019,L001,D0016,B005,CH002,15,32000,2.28
V019,L002,D0016,B005,CH002,20,40900,2.35
V019,L003,D0016,B005,CH002,20,36900,2.58
V019,L004,D0016,B005,CH002,24,44700,2.47
V019,L005,D0016,B005,CH002,21,40900,2.2
V019,L006,D0016,B005,CH002,29,43100,3.26
V019,L007,D0016,B005,CH002,21,48000,2.1
V019,L008,D0016,B005,CH002,24,46400,2.58
V019,L009,D0016,B005,CH002,26,41900,2.77
V019,L010,D0016,B005,CH002,18,40800,1.96
V020,L001,D0016,B003,CH002,33,26100,5.01
V020,L002,D0016,B003,CH002,59,36500,6.94
V020,L003,D0016,B003,CH002,46,30100,5.93
V020,L004,D0016,B003,CH002,63,38800,6.48
V020,L005,D0016,B003,CH002,45,37300,4.72
V020,L006,D0016,B003,CH002,54,37600,6.07
V020,L007,D0016,B003,CH002,51,42100,5.09
V020,L008,D0016,B003,CH002,48,41500,5.16
V020,L009,D0016,B003,CH002,50,38400,5.33
V020,L010,D0016,B003,CH002,52,37600,5.66
V001,L001,D0017,B004,CH004,49,32100,7.32
V001,L002,D0017,B004,CH004,67,40100,7.07
V001,L003,D0017,B004,CH004,53,34600,6.87
V001,L004,D0017,B004,CH004,67,42400,7.04
V001,L005,D0017,B004,CH004,68,41600,7.3
V001,L006,D0017,B004,CH004,69,41600,7.48
V001,L007,D0017,B004,CH004,65,45900,6.35
V001,L008,D0017,B004,CH004,76,45400,8.03
V001,L009,D0017,B004,CH004,68,40500,7.47
V001,L010,D0017,B004,CH004,55,39500,6.16
V002,L001,D0017,B006,CH004,35,33800,5.23
V002,L002,D0017,B006,CH004,70,46600,7.39
V002,L003,D0017,B006,CH004,52,39400,6.74
V002,L004,D0017,B006,CH004,76,49000,7.98
V002,L005,D0017,B006,CH004,81,52300,8.69
V002,L006,D0017,B006,CH004,69,46600,7.48
V002,L007,D0017,B006,CH004,83,54100,8.11
V002,L008,D0017,B006,CH004,62,50300,6.55
V002,L009,D0017,B006,CH004,69,46100,7.58
V002,L010,D0017,B006,CH004,76,47200,8.51
V003,L001,D0017,B003,CH003,44,22700,6.58
V003,L002,D0017,B003,CH003,81,29300,8.55
V003,L003,D0017,B003,CH003,43,24500,5.57
V003,L004,D0017,B003,CH003,55,31300,5.78
V003,L005,D0017,B003,CH003,66,29800,7.08
V003,L006,D0017,B003,CH003,71,28200,7.69
V003,L007,D0017,B003,CH003,74,33200,7.23
V003,L008,D0017,B003,CH003,53,32100,5.6
V003,L009,D0017,B003,CH003,59,31400,6.48
V003,L010,D0017,B003,CH003,52,30200,5.82
V004,L001,D0017,B006,CH004,55,30100,8.22
V004,L002,D0017,B006,CH004,73,43100,7.71
V004,L003,D0017,B006,CH004,52,34400,6.74
V004,L004,D0017,B006,CH004,56,44900,5.88
V004,L005,D0017,B006,CH004,56,41600,6.01
V004,L006,D0017,B006,CH004,59,40700,6.39
V004,L007,D0017,B006,CH004,62,44000,6.05
V004,L008,D0017,B006,CH004,71,43200,7.51
V004,L009,D0017,B006,CH004,46,41200,5.05
V004,L010,D0017,B006,CH004,52,40100,5.82
V005,L001,D0017,B007,CH004,39,35400,5.83
V005,L002,D0017,B007,CH004,67,49400,7.07
V005,L003,D0017,B007,CH004,47,39600,6.09
V005,L004,D0017,B007,CH004,65,52000,6.83
V005,L005,D0017,B007,CH004,65,47500,6.97
V005,L006,D0017,B007,CH004,68,47500,7.37
V005,L007,D0017,B007,CH004,64,50800,6.25
V005,L008,D0017,B007,CH004,53,52400,5.6
V005,L009,D0017,B007,CH004,46,49500,5.05
V005,L010,D0017,B007,CH004,55,49200,6.16
V006,L001,D0017,B003,CH003,40,26800,5.98
V006,L002,D0017,B003,CH003,51,36200,5.39
V006,L003,D0017,B003,CH003,56,28600,7.25
V006,L004,D0017,B003,CH003,62,38200,6.51
V006,L005,D0017,B003,CH003,57,38000,6.12
V006,L006,D0017,B003,CH003,60,36000,6.5
V006,L007,D0017,B003,CH003,64,38600,6.25
V006,L008,D0017,B003,CH003,58,37100,6.13
V006,L009,D0017,B003,CH003,71,35500,7.8
V006,L010,D0017,B003,CH003,57,35600,6.38
V007,L001,D0017,B007,CH004,34,34600,5.08
V007,L002,D0017,B007,CH004,53,47900,5.6
V007,L003,D0017,B007,CH004,40,37900,5.18
V007,L004,D0017,B007,CH004,53,49900,5.57
V007,L005,D0017,B007,CH004,52,50400,5.58
V007,L006,D0017,B007,CH004,48,44600,5.2
V007,L007,D0017,B007,CH004,64,49500,6.25
V007,L008,D0017,B007,CH004,59,45900,6.24
V007,L009,D0017,B007,CH004,59,45300,6.48
V007,L010,D0017,B007,CH004,58,43900,6.49
V008,L001,D0017,B002,CH003,36,16400,5.38
V008,L002,D0017,B002,CH003,57,23300,6.02
V008,L003,D0017,B002,CH003,41,19100,5.31
V008,L004,D0017,B002,CH003,51,23900,5.36
V008,L005,D0017,B002,CH003,63,24100,6.76
V008,L006,D0017,B002,CH003,50,22400,5.42
V008,L007,D0017,B002,CH003,40,24900,3.91
V008,L008,D0017,B002,CH003,47,24200,4.97
V008,L009,D0017,B002,CH003,51,22200,5.6
V008,L010,D0017,B002,CH003,44,22800,4.93
V009,L001,D0017,B003,CH003,39,21800,5.83
V009,L002,D0017,B003,CH003,42,29900,4.44
V009,L003,D0017,B003,CH003,46,26300,5.96
V009,L004,D0017,B003,CH003,46,32000,4.83
V009,L005,D0017,B003,CH003,35,29800,3.76
V009,L006,D0017,B003,CH003,49,29500,5.31
V009,L007,D0017,B003,CH003,44,32000,4.3
V009,L008,D0017,B003,CH003,41,29800,4.33
V009,L009,D0017,B003,CH003,40,31800,4.4
V009,L010,D0017,B003,CH003,32,30900,3.58
V010,L001,D0017,B007,CH004,24,41700,3.59
V010,L002,D0017,B007,CH004,32,62800,3.38
V010,L003,D0017,B007,CH004,35,51600,4.53
V010,L004,D0017,B007,CH004,47,65700,4.94
V010,L005,D0017,B007,CH004,43,64100,4.61
V010,L006,D0017,B007,CH004,48,63200,5.2
V010,L007,D0017,B007,CH004,35,62900,3.42
V010,L008,D0017,B007,CH004,38,64800,4.02
V010,L009,D0017,B007,CH004,31,62500,3.41
V010,L010,D0017,B007,CH004,32,58400,3.58
V011,L001,D0017,B005,CH003,30,37800,4.48
V011,L002,D0017,B005,CH003,30,57000,3.17
V011,L003,D0017,B005,CH003,32,46200,4.15
V011,L004,D0017,B005,CH003,32,57000,3.36
V011,L005,D0017,B005,CH003,22,58000,2.36
V011,L006,D0017,B005,CH003,25,51800,2.71
V011,L007,D0017,B005,CH003,44,59900,4.3
V011,L008,D0017,B005,CH003,30,57800,3.17
V011,L009,D0017,B005,CH003,31,55400,3.41
V011,L010,D0017,B005,CH003,30,54500,3.36
V012,L001,D0017,B006,CH003,34,33500,5.08
V012,L002,D0017,B006,CH003,44,45700,4.65
V012,L003,D0017,B006,CH003,36,39000,4.66
V012,L004,D0017,B006,CH003,49,48300,5.15
V012,L005,D0017,B006,CH003,50,46900,5.36
V012,L006,D0017,B006,CH003,43,46700,4.66
V012,L007,D0017,B006,CH003,60,48700,5.86
V012,L008,D0017,B006,CH003,48,46000,5.07
V012,L009,D0017,B006,CH003,47,45500,5.16
V012,L010,D0017,B006,CH003,54,45600,6.05
V013,L001,D0017,B001,CH002,33,23500,4.93
V013,L002,D0017,B001,CH002,43,31800,4.54
V013,L003,D0017,B001,CH002,40,27700,5.18
V013,L004,D0017,B001,CH002,52,34600,5.46
V013,L005,D0017,B001,CH002,41,31200,4.4
V013,L006,D0017,B001,CH002,42,30900,4.55
V013,L007,D0017,B001,CH002,63,34900,6.15
V013,L008,D0017,B001,CH002,58,32300,6.13
V013,L009,D0017,B001,CH002,33,32700,3.63
V013,L010,D0017,B001,CH002,40,33600,4.48
V014,L001,D0017,B004,CH003,23,30400,3.44
V014,L002,D0017,B004,CH003,39,40200,4.12
V014,L003,D0017,B004,CH003,35,32700,4.53
V014,L004,D0017,B004,CH003,42,40300,4.41
V014,L005,D0017,B004,CH003,28,39600,3.0
V014,L006,D0017,B004,CH003,27,38000,2.93
V014,L007,D0017,B004,CH003,40,43400,3.91
V014,L008,D0017,B004,CH003,35,41000,3.7
V014,L009,D0017,B004,CH003,32,38200,3.52
V014,L010,D0017,B004,CH003,46,40100,5.15
V015,L001,D0017,B002,CH004,22,26300,3.29
V015,L002,D0017,B002,CH004,30,36200,3.17
V015,L003,D0017,B002,CH004,29,31300,3.76
V015,L004,D0017,B002,CH004,28,35700,2.94
V015,L005,D0017,B002,CH004,35,38800,3.76
V015,L006,D0017,B002,CH004,32,37400,3.47
V015,L007,D0017,B002,CH004,33,38600,3.22
V015,L008,D0017,B002,CH004,38,36900,4.02
V015,L009,D0017,B002,CH004,24,38000,2.64
V015,L010,D0017,B002,CH004,28,36900,3.14
V016,L001,D0017,B008,CH004,29,37000,4.33
V016,L002,D0017,B008,CH004,31,50600,3.27
V016,L003,D0017,B008,CH004,36,44000,4.66
V016,L004,D0017,B008,CH004,37,55200,3.89
V016,L005,D0017,B008,CH004,33,52400,3.54
V016,L006,D0017,B008,CH004,39,50000,4.23
V016,L007,D0017,B008,CH004,40,59400,3.91
V016,L008,D0017,B008,CH004,44,51700,4.65
V016,L009,D0017,B008,CH004,49,51200,5.38
V016,L010,D0017,B008,CH004,49,48900,5.49
V017,L001,D0017,B010,CH004,15,65900,2.24
V017,L002,D0017,B010,CH004,16,96000,1.69
V017,L003,D0017,B010,CH004,12,75400,1.55
V017,L004,D0017,B010,CH004,16,101600,1.68
V017,L005,D0017,B010,CH004,16,101100,1.72
V017,L006,D0017,B010,CH004,16,90700,1.73
V017,L007,D0017,B010,CH004,10,104800,0.98
V017,L008,D0017,B010,CH004,19,105000,2.01
V017,L009,D0017,B010,CH004,20,91300,2.2
V017,L010,D0017,B010,CH004,27,90800,3.02
V018,L001,D0017,B004,CH002,29,24500,4.33
V018,L002,D0017,B004,CH002,45,34400,4.75
V018,L003,D0017,B004,CH002,25,28500,3.24
V018,L004,D0017,B004,CH002,43,34100,4.52
V018,L005,D0017,B004,CH002,45,34300,4.83
V018,L006,D0017,B004,CH002,39,30900,4.23
V018,L007,D0017,B004,CH002,47,37300,4.59
V018,L008,D0017,B004,CH002,46,32800,4.86
V018,L009,D0017,B004,CH002,48,33000,5.27
V018,L010,D0017,B004,CH002,43,33700,4.82
V019,L001,D0017,B005,CH002,14,29000,2.09
V019,L002,D0017,B005,CH002,23,43700,2.43
V019,L003,D0017,B005,CH002,12,33500,1.55
V019,L004,D0017,B005,CH002,26,42300,2.73
V019,L005,D0017,B005,CH002,18,45800,1.93
V019,L006,D0017,B005,CH002,16,40900,1.73
V019,L007,D0017,B005,CH002,34,46200,3.32
V019,L008,D0017,B005,CH002,17,42400,1.8
V019,L009,D0017,B005,CH002,27,44000,2.97
V019,L010,D0017,B005,CH002,18,42100,2.02
V020,L001,D0017,B003,CH002,45,28400,6.73
V020,L002,D0017,B003,CH002,53,40400,5.6
V020,L003,D0017,B003,CH002,50,30600,6.48
V020,L004,D0017,B003,CH002,49,41400,5.15
V020,L005,D0017,B003,CH002,58,37800,6.22
V020,L006,D0017,B003,CH002,53,38400,5.74
V020,L007,D0017,B003,CH002,58,41100,5.66
V020,L008,D0017,B003,CH002,53,40400,5.6
V020,L009,D0017,B003,CH002,59,38900,6.48
V020,L010,D0017,B003,CH002,45,35900,5.04
V001,L001,D0018,B004,CH004,44,31200,6.63
V001,L002,D0018,B004,CH004,63,41400,6.75
V001,L003,D0018,B004,CH004,60,36800,7.6
V001,L004,D0018,B004,CH004,79,46200,8.03
V001,L005,D0018,B004,CH004,75,43900,7.87
V001,L006,D0018,B004,CH004,69,43300,7.73
V001,L007,D0018,B004,CH004,93,44200,8.65
V001,L008,D0018,B004,CH004,66,44600,6.9
V001,L009,D0018,B004,CH004,72,42000,8.18
V001,L010,D0018,B004,CH004,73,40600,8.4
V002,L001,D0018,B006,CH004,50,37000,7.53
V002,L002,D0018,B006,CH004,67,46000,7.18
V002,L003,D0018,B006,CH004,58,41000,7.35
V002,L004,D0018,B006,CH004,71,48900,7.22
V002,L005,D0018,B006,CH004,83,52100,8.71
V002,L006,D0018,B006,CH004,72,45100,8.06
V002,L007,D0018,B006,CH004,69,54200,6.42
V002,L008,D0018,B006,CH004,67,51700,7.0
V002,L009,D0018,B006,CH004,65,49000,7.39
V002,L010,D0018,B006,CH004,65,48800,7.48
V003,L001,D0018,B003,CH003,43,21400,6.48
V003,L002,D0018,B003,CH003,53,29700,5.68
V003,L003,D0018,B003,CH003,54,25700,6.84
V003,L004,D0018,B003,CH003,66,32100,6.71
V003,L005,D0018,B003,CH003,85,31600,8.92
V003,L006,D0018,B003,CH003,65,29200,7.28
V003,L007,D0018,B003,CH003,64,31500,5.95
V003,L008,D0018,B003,CH003,82,33100,8.57
V003,L009,D0018,B003,CH003,61,29600,6.93
V003,L010,D0018,B003,CH003,70,30200,8.06
V004,L001,D0018,B006,CH004,45,32000,6.78
V004,L002,D0018,B006,CH004,73,44000,7.82
V004,L003,D0018,B006,CH004,68,33100,8.62
V004,L004,D0018,B006,CH004,61,43900,6.2
V004,L005,D0018,B006,CH004,53,44500,5.56
V004,L006,D0018,B006,CH004,67,39700,7.5
V004,L007,D0018,B006,CH004,88,46600,8.19
V004,L008,D0018,B006,CH004,63,41700,6.58
V004,L009,D0018,B006,CH004,61,41900,6.93
V004,L010,D0018,B006,CH004,58,41300,6.67
V005,L001,D0018,B007,CH004,48,37000,7.23
V005,L002,D0018,B007,CH004,57,51300,6.11
V005,L003,D0018,B007,CH004,41,39000,5.2
V005,L004,D0018,B007,CH004,71,50300,7.22
V005,L005,D0018,B007,CH004,70,49900,7.35
V005,L006,D0018,B007,CH004,54,46300,6.05
V005,L007,D0018,B007,CH004,41,50200,3.81
V005,L008,D0018,B007,CH004,67,51000,7.0
V005,L009,D0018,B007,CH004,59,48400,6.7
V005,L010,D0018,B007,CH004,35,49600,4.03
V006,L001,D0018,B003,CH003,41,26400,6.17
V006,L002,D0018,B003,CH003,52,34800,5.57
V006,L003,D0018,B003,CH003,56,29300,7.1
V006,L004,D0018,B003,CH003,61,36800,6.2
V006,L005,D0018,B003,CH003,50,35600,5.25
V006,L006,D0018,B003,CH003,47,36700,5.26
V006,L007,D0018,B003,CH003,81,40600,7.53
V006,L008,D0018,B003,CH003,58,38300,6.06
V006,L009,D0018,B003,CH003,60,35200,6.82
V006,L010,D0018,B003,CH003,52,33700,5.98
V007,L001,D0018,B007,CH004,40,33100,6.02
V007,L002,D0018,B007,CH004,59,45900,6.32
V007,L003,D0018,B007,CH004,48,38900,6.08
V007,L004,D0018,B007,CH004,60,47500,6.1
V007,L005,D0018,B007,CH004,49,45000,5.14
V007,L006,D0018,B007,CH004,50,47400,5.6
V007,L007,D0018,B007,CH004,71,48500,6.6
V007,L008,D0018,B007,CH004,48,49300,5.02
V007,L009,D0018,B007,CH004,48,47300,5.45
V007,L010,D0018,B007,CH004,54,46300,6.21
V008,L001,D0018,B002,CH003,46,16000,6.93
V008,L002,D0018,B002,CH003,42,22600,4.5
V008,L003,D0018,B002,CH003,39,18900,4.94
V008,L004,D0018,B002,CH003,50,23900,5.08
V008,L005,D0018,B002,CH003,38,23100,3.99
V008,L006,D0018,B002,CH003,56,20700,6.27
V008,L007,D0018,B002,CH003,72,23000,6.7
V008,L008,D0018,B002,CH003,46,22400,4.81
V008,L009,D0018,B002,CH003,52,22700,5.91
V008,L010,D0018,B002,CH003,35,22400,4.03
V009,L001,D0018,B003,CH003,34,21900,5.12
V009,L002,D0018,B003,CH003,38,28700,4.07
V009,L003,D0018,B003,CH003,33,25600,4.18
V009,L004,D0018,B003,CH003,53,32900,5.39
V009,L005,D0018,B003,CH003,41,32900,4.3
V009,L006,D0018,B003,CH003,46,30000,5.15
V009,L007,D0018,B003,CH003,34,34600,3.16
V009,L008,D0018,B003,CH003,40,30400,4.18
V009,L009,D0018,B003,CH003,29,31000,3.3
V009,L010,D0018,B003,CH003,39,29600,4.49
V010,L001,D0018,B007,CH004,28,45500,4.22
V010,L002,D0018,B007,CH004,38,62600,4.07
V010,L003,D0018,B007,CH004,22,52500,2.79
V010,L004,D0018,B007,CH004,37,60600,3.76
V010,L005,D0018,B007,CH004,26,58700,2.73
V010,L006,D0018,B007,CH004,25,60000,2.8
V010,L007,D0018,B007,CH004,40,66300,3.72
V010,L008,D0018,B007,CH004,30,60300,3.13
V010,L009,D0018,B007,CH004,28,57500,3.18
V010,L010,D0018,B007,CH004,36,59900,4.14
V011,L001,D0018,B005,CH003,23,38800,3.46
V011,L002,D0018,B005,CH003,34,53500,3.64
V011,L003,D0018,B005,CH003,27,44900,3.42
V011,L004,D0018,B005,CH003,28,55100,2.85
V011,L005,D0018,B005,CH003,25,58600,2.62
V011,L006,D0018,B005,CH003,28,54300,3.14
V011,L007,D0018,B005,CH003,31,58400,2.88
V011,L008,D0018,B005,CH003,45,59300,4.7
V011,L009,D0018,B005,CH003,30,56700,3.41
V011,L010,D0018,B005,CH003,35,57800,4.03
V012,L001,D0018,B006,CH003,33,32000,4.97
V012,L002,D0018,B006,CH003,51,47500,5.47
V012,L003,D0018,B006,CH003,44,36800,5.58
V012,L004,D0018,B006,CH003,53,47000,5.39
V012,L005,D0018,B006,CH003,58,47400,6.09
V012,L006,D0018,B006,CH003,49,45800,5.49
V012,L007,D0018,B006,CH003,52,47700,4.84
V012,L008,D0018,B006,CH003,54,47200,5.64
V012,L009,D0018,B006,CH003,37,45700,4.2
V012,L010,D0018,B006,CH003,32,47300,3.68
V013,L001,D0018,B001,CH002,25,23300,3.77
V013,L002,D0018,B001,CH002,51,33400,5.47
V013,L003,D0018,B001,CH002,38,26500,4.82
V013,L004,D0018,B001,CH002,42,34000,4.27
V013,L005,D0018,B001,CH002,34,32200,3.57
V013,L006,D0018,B001,CH002,45,30700,5.04
V013,L007,D0018,B001,CH002,41,33600,3.81
V013,L008,D0018,B001,CH002,54,33900,5.64
V013,L009,D0018,B001,CH002,38,32200,4.32
V013,L010,D0018,B001,CH002,48,32600,5.52
V014,L001,D0018,B004,CH003,27,30100,4.07
V014,L002,D0018,B004,CH003,33,43000,3.54
V014,L003,D0018,B004,CH003,31,33700,3.93
V014,L004,D0018,B004,CH003,39,41600,3.96
V014,L005,D0018,B004,CH003,52,39800,5.46
V014,L006,D0018,B004,CH003,32,39500,3.58
V014,L007,D0018,B004,CH003,43,45500,4.0
V014,L008,D0018,B004,CH003,35,42700,3.66
V014,L009,D0018,B004,CH003,37,38400,4.2
V014,L010,D0018,B004,CH003,30,41000,3.45
V015,L001,D0018,B002,CH004,26,24900,3.92
V015,L002,D0018,B002,CH004,35,38100,3.75
V015,L003,D0018,B002,CH004,29,30700,3.68
V015,L004,D0018,B002,CH004,28,39100,2.85
V015,L005,D0018,B002,CH004,27,36700,2.83
V015,L006,D0018,B002,CH004,26,34800,2.91
V015,L007,D0018,B002,CH004,36,41700,3.35
V015,L008,D0018,B002,CH004,25,39000,2.61
V015,L009,D0018,B002,CH004,35,35800,3.98
V015,L010,D0018,B002,CH004,33,36600,3.8
V016,L001,D0018,B008,CH004,28,38100,4.22
V016,L002,D0018,B008,CH004,55,55800,5.89
V016,L003,D0018,B008,CH004,36,42000,4.56
V016,L004,D0018,B008,CH004,55,54900,5.59
V016,L005,D0018,B008,CH004,43,53000,4.51
V016,L006,D0018,B008,CH004,42,50200,4.7
V016,L007,D0018,B008,CH004,54,54300,5.02
V016,L008,D0018,B008,CH004,35,52800,3.66
V016,L009,D0018,B008,CH004,38,55500,4.32
V016,L010,D0018,B008,CH004,43,49100,4.95
V017,L001,D0018,B010,CH004,10,66400,1.51
V017,L002,D0018,B010,CH004,16,91100,1.71
V017,L003,D0018,B010,CH004,12,78300,1.52
V017,L004,D0018,B010,CH004,13,94900,1.32
V017,L005,D0018,B010,CH004,11,101300,1.15
V017,L006,D0018,B010,CH004,19,91100,2.13
V017,L007,D0018,B010,CH004,20,98900,1.86
V017,L008,D0018,B010,CH004,27,94600,2.82
V017,L009,D0018,B010,CH004,15,100600,1.7
V017,L010,D0018,B010,CH004,16,97700,1.84
V018,L001,D0018,B004,CH002,26,23400,3.92
V018,L002,D0018,B004,CH002,42,32200,4.5
V018,L003,D0018,B004,CH002,29,26500,3.68
V018,L004,D0018,B004,CH002,25,34500,2.54
V018,L005,D0018,B004,CH002,39,32700,4.09
